rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
67,1,1,2002,Data Mining - Concepts and Techniques,P. Perner,Künstliche Intell.,,17131,1636,322.08,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Data Mining - Concepts and Techniques within General AI Methods and Systems.,"high citation signal (17,131); influential citation signal (1,636)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/982b955c900b04e9da64e3b39422690c13d6b94f,https://www.semanticscholar.org/paper/982b955c900b04e9da64e3b39422690c13d6b94f,,,,,,5531049,Computer Science,JournalArticle,data mining,1,citations=17131; influential=1636; open PDF metadata; title AI matches=1; AI term matches=1,
92,2,2,2002,"K/DOQI clinical practice guidelines for chronic kidney disease: evaluation, classification, and stratification.","A. Levey, J. Coresh, K. Bolton, B. Culleton, K. Harvey, T. Ikizler, C. Johnson, A. Kausz, et al.",American Journal of Kidney Diseases,2002-09-15,13177,154,288.307,"AI for Science, Healthcare, and Robotics",ai4science,machine-learning; ai4science,"Positions K/DOQI clinical practice guidelines for chronic kidney disease: evaluation, classification, and stratification. within AI for Science, Healthcare, and Robotics.","high citation signal (13,177); influential citation signal (154)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://www.semanticscholar.org/paper/82ebe5479edf45c47a02e0d7d5e7e18ebea16417,https://www.semanticscholar.org/paper/82ebe5479edf45c47a02e0d7d5e7e18ebea16417,,,,,11904577,74683074,Medicine,JournalArticle; Review,foundation models; large language models,2,citations=13177; influential=154; translation/trustworthiness signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
136,3,3,2002,Thumbs up? Sentiment Classification using Machine Learning Techniques,"B. Pang, Lillian Lee, Shivakumar Vaithyanathan",Conference on Empirical Methods in Natural Language Processing,2002-05-27,9570,818,311.576,Natural Language Processing and Knowledge,survey/review,machine-learning; nlp,"We consider the problem of classifying documents not by topic, but by overall sentiment, e.g., determining whether a review is positive or negative.","high citation signal (9,570); influential citation signal (818); open-access PDF metadata","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.3115/1118693.1118704,https://www.semanticscholar.org/paper/12d0353ce8b41b7e5409e5a4a611110aee33c7bc,https://arxiv.org/pdf/cs/0205070,,10.3115/1118693.1118704,cs/0205070,,7105713,Computer Science,JournalArticle; Conference; Review,machine learning; support vector machines,2,citations=9570; influential=818; survey/benchmark signal; open PDF metadata; title AI matches=2; AI term matches=4; query hits=2,"We consider the problem of classifying documents not by topic, but by overall sentiment, e.g., determining whether a review is positive or negative. Using movie reviews as data, we find that standard machine learning techniques definitively outperform human-produced baselines. However, the three machine learning methods we employed (Naive Bayes, maximum entropy classification, and support vector machines) do not perform as well on sentiment classification as on traditional topic-based categorization. We conclude by examining factors that make the sentiment classification problem more challenging."
221,4,4,2002,A comparison of methods for multiclass support vector machines,"Chih-Wei Hsu, Chih-Jen Lin",IEEE Trans. Neural Networks,2002-03-01,6867,348,282.333,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A comparison of methods for multiclass support vector machines within General AI Methods and Systems.,"high citation signal (6,867); influential citation signal (348); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/72.991427,https://www.semanticscholar.org/paper/7f755d620b57acf27a16ff95923c5677ff8198bb,,,10.1109/72.991427,,18244442,15874442,Computer Science; Mathematics; Medicine,JournalArticle,support vector machines,1,citations=6867; influential=348; open PDF metadata; title AI matches=1; AI term matches=3,
250,5,5,2002,Gene Selection for Cancer Classification using Support Vector Machines,"Isabelle M Guyon, J. Weston, S. Barnhill, V. Vapnik",Machine-mediated learning,2002-03-11,6073,445,284.063,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Gene Selection for Cancer Classification using Support Vector Machines within General AI Methods and Systems.,"high citation signal (6,073); influential citation signal (445); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1023/a:1012487302797,https://www.semanticscholar.org/paper/fb6b4b57f431a0cfbb83bb2af8beab4ee694e94c,https://link.springer.com/content/pdf/10.1023/A:1012487302797.pdf,,10.1023/A:1012487302797,,,207720429,Computer Science; Medicine,JournalArticle,support vector machines,1,citations=6073; influential=445; open PDF metadata; title AI matches=2; AI term matches=2,
377,6,6,2002,Computer Vision: A Modern Approach,"D. Forsyth, J. Ponce",,2002-08-01,4434,248,265.985,Vision and Multimodal Learning,metadata-ranked,vision,Positions Computer Vision: A Modern Approach within Vision and Multimodal Learning.,"high citation signal (4,434); influential citation signal (248)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/787827850b614135f6b432603afc90b58a8cc665,https://www.semanticscholar.org/paper/787827850b614135f6b432603afc90b58a8cc665,,,,,,53924538,Computer Science,Review,computer vision,1,citations=4434; influential=248; open PDF metadata; title AI matches=1; AI term matches=1,
439,7,7,2002,"The neural basis of human error processing: reinforcement learning, dopamine, and the error-related negativity.","Clay B. Holroyd, M. Coles",Psychology Review,2002-09-29,4038,481,278.174,Reinforcement Learning and Agents,survey/review; reinforcement-learning,reinforcement-learning,"Positions The neural basis of human error processing: reinforcement learning, dopamine, and the error-related negativity. within Reinforcement Learning and Agents.","high citation signal (4,038); influential citation signal (481); open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1037/0033-295x.109.4.679,https://www.semanticscholar.org/paper/a497b6f27fa708805f5dab7b7470509e72deb8b2,,,10.1037/0033-295X.109.4.679,,12374324,2732810,Biology; Medicine; Psychology,JournalArticle; ClinicalTrial,reinforcement learning,1,citations=4038; influential=481; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
494,8,8,2002,Evolving Neural Networks through Augmenting Topologies,"Kenneth O. Stanley, R. Miikkulainen",Evolutionary Computation,2002-06-01,3677,470,275.791,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Evolving Neural Networks through Augmenting Topologies within General AI Methods and Systems.,"high citation signal (3,677); influential citation signal (470)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1162/106365602320169811,https://www.semanticscholar.org/paper/d03c916d49268d48fde3b76a68e64af7761835e7,,,10.1162/106365602320169811,,12180173,498161,Computer Science; Medicine,JournalArticle,neural networks; reinforcement learning,2,citations=3677; influential=470; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
651,9,9,2002,"Dynamic bayesian networks: representation, inference and learning","Kevin P. Murphy, Stuart J. Russell",,,3005,356,262.472,"Representation, Self-Supervised, and Transfer Learning",metadata-ranked,machine-learning,"Positions Dynamic bayesian networks: representation, inference and learning within Representation, Self-Supervised, and Transfer Learning.","high citation signal (3,005); influential citation signal (356)","Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://www.semanticscholar.org/paper/5e86e17d83c97dafa3413d1d0dae219bd527ed61,https://www.semanticscholar.org/paper/5e86e17d83c97dafa3413d1d0dae219bd527ed61,,,,,,919497,Computer Science,,bayesian networks,1,citations=3005; influential=356; open PDF metadata; title AI matches=1; AI term matches=1,
689,10,10,2002,Comparison of Discrimination Methods for the Classification of Tumors Using Gene Expression Data,"S. Dudoit, J. Fridlyand, T. Speed",,2002-03-01,2895,261,257.321,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Comparison of Discrimination Methods for the Classification of Tumors Using Gene Expression Data within General AI Methods and Systems.,"high citation signal (2,895); influential citation signal (261); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1198/016214502753479248,https://www.semanticscholar.org/paper/eebe93355a2efb479d5cb0abda23ccbb4e5c7c9a,http://www.stat.rice.edu/~cscott/stat699/dudoit.pdf,,10.1198/016214502753479248,,,13279412,Biology; Medicine,,machine learning,1,citations=2895; influential=261; open PDF metadata; title AI matches=1; AI term matches=1,
