candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2003,"Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond",Christopher K. I. Williams,IEEE Transactions on Neural Networks,2003-06-01,9760,1174,323.062,"Graph Learning, Recommendation, and Core Methods",metadata-ranked,machine-learning,"Positions Learning with Kernels: Support Vector Machines, Regularization, Optimization, and Beyond within Graph Learning, Recommendation, and Core Methods.","high citation signal (9,760); influential citation signal (1,174); recognized venue; open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1198/jasa.2003.s270,https://www.semanticscholar.org/paper/fc8cda36a0972e7de1ac3a7bcb81dc32da79bee4,http://cds.cern.ch/record/791819/files/0262194759_TOC.pdf,,10.1198/jasa.2003.s270,,,7406938,Computer Science; Mathematics,Review,artificial intelligence; foundation models; machine learning; neural networks; reinforcement learning; support vector machines,6,citations=9760; influential=1174; recognized venue; open PDF metadata; title AI matches=1; AI term matches=3; query hits=6,
2,2003,A Neural Probabilistic Language Model,"Yoshua Bengio, Réjean Ducharme, Pascal Vincent, Christian Janvin",Journal of machine learning research,2003-03-01,7818,481,298.706,Foundation Models and Large Language Models,metadata-ranked,machine-learning; foundation-models; nlp,Positions A Neural Probabilistic Language Model within Foundation Models and Large Language Models.,"high citation signal (7,818); influential citation signal (481); recognized venue","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://www.semanticscholar.org/paper/6c2b28f9354f667cd5bd07afc0471d8334430da7,https://www.semanticscholar.org/paper/6c2b28f9354f667cd5bd07afc0471d8334430da7,,,,,,221275765,Computer Science,JournalArticle,neural networks,1,citations=7818; influential=481; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
3,2003,"National Kidney Foundation Practice Guidelines for Chronic Kidney Disease: Evaluation, Classification, and Stratification","A. Levey, J. Coresh, E. Balk, A. Kausz, A. Levin, M. Steffes, R. Hogg, R. Perrone, et al.",Annals of Internal Medicine,2003-07-15,4783,271,268.888,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions National Kidney Foundation Practice Guidelines for Chronic Kidney Disease: Evaluation, Classification, and Stratification within General AI Methods and Systems.","high citation signal (4,783); influential citation signal (271); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.7326/0003-4819-139-2-200307150-00013,https://www.semanticscholar.org/paper/603b67c5939525c79124b4103be78a579e1485ff,http://annals.org/data/journals/aim/20044/0000605-200307150-00013.pdf,,10.7326/0003-4819-139-2-200307150-00013,,12859163,11973331,Medicine,JournalArticle; Review,foundation models,1,citations=4783; influential=271; open PDF metadata; title AI matches=1; AI term matches=1,
4,2003,Time series forecasting using a hybrid ARIMA and neural network model,G. Zhang,Neurocomputing,,4152,306,267.471,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Time series forecasting using a hybrid ARIMA and neural network model within General AI Methods and Systems.,"high citation signal (4,152); influential citation signal (306)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/S0925-2312(01)00702-0,https://www.semanticscholar.org/paper/dfdcf7770885e3ee5f31182e91e602aabe5abdbd,,,10.1016/S0925-2312(01)00702-0,,,14166978,Computer Science; Mathematics,JournalArticle,neural networks,1,citations=4152; influential=306; open PDF metadata; title AI matches=1; AI term matches=1,
5,2003,Correlation-based Feature Selection for Machine Learning,M. Hall,,,4111,459,272.914,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Correlation-based Feature Selection for Machine Learning within General AI Methods and Systems.,"high citation signal (4,111); influential citation signal (459)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/6bc43977fb11cceed0b9aa55b23c6dd29dd9a132,https://www.semanticscholar.org/paper/6bc43977fb11cceed0b9aa55b23c6dd29dd9a132,,,,,,8312711,Computer Science,,machine learning,1,citations=4111; influential=459; open PDF metadata; title AI matches=1; AI term matches=1,
6,2003,Best practices for convolutional neural networks applied to visual document analysis,"P. Simard, David Steinkraus, John C. Platt","Seventh International Conference on Document Analysis and Recognition, 2003. Proceedings.",2003-08-03,3050,172,255.657,Vision and Multimodal Learning,metadata-ranked,vision,Positions Best practices for convolutional neural networks applied to visual document analysis within Vision and Multimodal Learning.,"high citation signal (3,050); influential citation signal (172)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/ICDAR.2003.1227801,https://www.semanticscholar.org/paper/5562a56da3a96dae82add7de705e2bd841eb00fc,,,10.1109/ICDAR.2003.1227801,,,4659176,Computer Science,JournalArticle; Conference,neural networks,1,citations=3050; influential=172; open PDF metadata; title AI matches=2; AI term matches=2,
7,2003,An Extensive Empirical Study of Feature Selection Metrics for Text Classification,George Forman,Journal of machine learning research,2003-03-01,3001,210,268.081,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp,Positions An Extensive Empirical Study of Feature Selection Metrics for Text Classification within Natural Language Processing and Knowledge.,"high citation signal (3,001); influential citation signal (210); recognized venue","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/ad32f5295c2e0f7d077fee722aff2998e2af72e7,https://www.semanticscholar.org/paper/ad32f5295c2e0f7d077fee722aff2998e2af72e7,,,,,,809191,Computer Science,JournalArticle,data mining; machine learning,2,citations=3001; influential=210; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,
8,2003,Mining the peanut gallery: opinion extraction and semantic classification of product reviews,"Kushal Dave, S. Lawrence, David M. Pennock",The Web Conference,2003-05-20,2481,105,251.258,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Mining the peanut gallery: opinion extraction and semantic classification of product reviews within General AI Methods and Systems.,"high citation signal (2,481); influential citation signal (105); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/775152.775226,https://www.semanticscholar.org/paper/338a891907dce447da9a0fa2f27221bd35164163,,,10.1145/775152.775226,,,1469556,Business; Computer Science,JournalArticle; Review,machine learning,1,citations=2481; influential=105; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
9,2003,Multiple View Geometry in Computer Vision (2nd ed),"Richard I. Hartley, Andrew Zisserman",,,2451,357,258.03,Vision and Multimodal Learning,metadata-ranked,vision,Positions Multiple View Geometry in Computer Vision (2nd ed) within Vision and Multimodal Learning.,"high citation signal (2,451); influential citation signal (357)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/4fc2074e7f057ae255a6a79efecdf5df3d121895,https://www.semanticscholar.org/paper/4fc2074e7f057ae255a6a79efecdf5df3d121895,,,,,,261497448,Computer Science; Mathematics,,computer vision,1,citations=2451; influential=357; open PDF metadata; title AI matches=1; AI term matches=1,
10,2003,Factors in automatic musical genre classification of audio signals,"Tao Li, G. Tzanetakis",IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,2003-10-19,2280,311,256.514,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Factors in automatic musical genre classification of audio signals within General AI Methods and Systems.,"high citation signal (2,280); influential citation signal (311)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1109/ASPAA.2003.1285840,https://www.semanticscholar.org/paper/602f31242e577d2d05f918a3080fd50095e7faed,,,10.1109/ASPAA.2003.1285840,,,3238519,Computer Science,,machine learning; support vector machines,2,citations=2280; influential=311; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
