rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
2,1,1,2017,Attention is All you Need,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Lukasz Kaiser, I. Polosukhin",Neural Information Processing Systems,2017-06-12,181426,20067,409.086,Natural Language Processing and Knowledge,transformer,nlp,The dominant sequence transduction models are based on complex recurrent or convolutional neural networks in an encoder-decoder configuration.,"high citation signal (181,426); influential citation signal (20,067)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/204e3073870fae3d05bcbc2f6a8e263d9b72e776,https://www.semanticscholar.org/paper/204e3073870fae3d05bcbc2f6a8e263d9b72e776,,https://github.com/tensorflow/tensor2tensor,,1706.03762,,13756489,Computer Science,JournalArticle; Conference,neural networks,1,citations=181426; influential=20067; open PDF metadata; AI term matches=3,"The dominant sequence transduction models are based on complex recurrent or convolutional neural networks in an encoder-decoder configuration. The best performing models also connect the encoder and decoder through an attention mechanism. We propose a new simple network architecture, the Transformer, based solely on attention mechanisms, dispensing with recurrence and convolutions entirely. Experiments on two machine translation tasks show these models to be superior in quality while being more parallelizable and requiring significantly less time to train. Our model achieves 28.4 BLEU on the WMT 2014 English-to-German translation task, improving over the existing best results, including ensembles by over 2 BLEU. On the WMT 2014 English-to-French translation task, our model establishes a new single-model state-of-the-art BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction of the training costs of the best models from the literature. We show that the Transformer generalizes well to other tasks by applying it successfully to English constituency parsing both with large and limited training data."
24,2,2,2017,Squeeze-and-Excitation Networks,"Jie Hu, Li Shen, Samuel Albanie, Gang Sun, E. Wu",2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,2017-09-05,34617,2301,359.328,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,"Convolutional neural networks are built upon the convolution operation, which extracts informative features by fusing spatial and channel-wise information together within local receptive fields.","high citation signal (34,617); influential citation signal (2,301); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2018.00745,https://www.semanticscholar.org/paper/fb37561499573109fc2cebb6a7b08f44917267dd,http://arxiv.org/pdf/1709.01507,https://github.com/hujie-frank/SENet,10.1109/CVPR.2018.00745,1709.01507,,140309863,Computer Science,JournalArticle; Conference,foundation models; neural networks,2,citations=34617; influential=2301; recognized venue; resource signal; open PDF metadata; AI term matches=5; query hits=2,"Convolutional neural networks are built upon the convolution operation, which extracts informative features by fusing spatial and channel-wise information together within local receptive fields. In order to boost the representational power of a network, several recent approaches have shown the benefit of enhancing spatial encoding. In this work, we focus on the channel relationship and propose a novel architectural unit, which we term the ""Squeeze-and-Excitation"" (SE) block, that adaptively recalibrates channel-wise feature responses by explicitly modelling interdependencies between channels. We demonstrate that by stacking these blocks together, we can construct SENet architectures that generalise extremely well across challenging datasets. Crucially, we find that SE blocks produce significant performance improvements for existing state-of-the-art deep architectures at minimal additional computational cost. SENets formed the foundation of our ILSVRC 2017 classification submission which won first place and significantly reduced the top-5 error to 2.251%, achieving a ~25% relative improvement over the winning entry of 2016. Code and models are available at https://github.com/hujie-frank/SENet."
31,3,3,2017,Proximal Policy Optimization Algorithms,"John Schulman, Filip Wolski, Prafulla Dhariwal, Alec Radford, Oleg Klimov",arXiv.org,2017-07-20,28532,4891,355.629,Reinforcement Learning and Agents,benchmark/dataset; reinforcement-learning,reinforcement-learning,"We propose a new family of policy gradient methods for reinforcement learning, which alternate between sampling data through interaction with the environment, and optimizing a ""surrogate"" objective function using stochastic gradient ascent.","high citation signal (28,532); influential citation signal (4,891)","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/dce6f9d4017b1785979e7520fd0834ef8cf02f4b,https://www.semanticscholar.org/paper/dce6f9d4017b1785979e7520fd0834ef8cf02f4b,,https://github.com/ifestus/rl,,1707.06347,,28695052,Computer Science,JournalArticle,reinforcement learning,1,citations=28532; influential=4891; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,"We propose a new family of policy gradient methods for reinforcement learning, which alternate between sampling data through interaction with the environment, and optimizing a ""surrogate"" objective function using stochastic gradient ascent. Whereas standard policy gradient methods perform one gradient update per data sample, we propose a novel objective function that enables multiple epochs of minibatch updates. The new methods, which we call proximal policy optimization (PPO), have some of the benefits of trust region policy optimization (TRPO), but they are much simpler to implement, more general, and have better sample complexity (empirically). Our experiments test PPO on a collection of benchmark tasks, including simulated robotic locomotion and Atari game playing, and we show that PPO outperforms other online policy gradient methods, and overall strikes a favorable balance between sample complexity, simplicity, and wall-time."
33,4,4,2017,Graph Attention Networks,"Petar Velickovic, Guillem Cucurull, Arantxa Casanova, Adriana Romero, Pietro Liò, Yoshua Bengio",International Conference on Learning Representations,2017-10-30,26745,3772,353.57,"AI for Science, Healthcare, and Robotics",benchmark/dataset; transformer; self-supervised; graph-learning; ai4science,machine-learning; graph-learning; ai4science,"We present graph attention networks (GATs), novel neural network architectures that operate on graph-structured data, leveraging masked self-attentional layers to address the shortcomings of prior methods based on graph convolutions or their approximations.","high citation signal (26,745); influential citation signal (3,772)","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.17863/CAM.48429,https://www.semanticscholar.org/paper/33998aff64ce51df8dee45989cdca4b6b1329ec4,,https://github.com/PetarV-/GAT,10.17863/CAM.48429,1710.10903,,3292002,Computer Science; Mathematics,JournalArticle,graph neural networks; neural networks,2,citations=26745; influential=3772; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3; query hits=2,"We present graph attention networks (GATs), novel neural network architectures that operate on graph-structured data, leveraging masked self-attentional layers to address the shortcomings of prior methods based on graph convolutions or their approximations. By stacking layers in which nodes are able to attend over their neighborhoods' features, we enable (implicitly) specifying different weights to different nodes in a neighborhood, without requiring any kind of costly matrix operation (such as inversion) or depending on knowing the graph structure upfront. In this way, we address several key challenges of spectral-based graph neural networks simultaneously, and make our model readily applicable to inductive as well as transductive problems. Our GAT models have achieved or matched state-of-the-art results across four established transductive and inductive graph benchmarks: the Cora, Citeseer and Pubmed citation network datasets, as well as a protein-protein interaction dataset (wherein test graphs remain unseen during training)."
36,5,5,2017,MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications,"Andrew G. Howard, Menglong Zhu, Bo Chen, Dmitry Kalenichenko, Weijun Wang, Tobias Weyand, Marco Andreetto, Hartwig Adam",arXiv.org,2017-04-17,25192,2977,343.941,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,We present a class of efficient models called MobileNets for mobile and embedded vision applications.,"high citation signal (25,192); influential citation signal (2,977)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/3647d6d0f151dc05626449ee09cc7bce55be497e,https://www.semanticscholar.org/paper/3647d6d0f151dc05626449ee09cc7bce55be497e,,https://github.com/tensorflow/tensorflow/blob/v2.4.1/tensorflow/python/keras/applications/mobilenet.py,,1704.04861,,12670695,Computer Science; Engineering,JournalArticle,neural networks,1,citations=25192; influential=2977; open PDF metadata; title AI matches=2; AI term matches=4,"We present a class of efficient models called MobileNets for mobile and embedded vision applications. MobileNets are based on a streamlined architecture that uses depth-wise separable convolutions to build light weight deep neural networks. We introduce two simple global hyper-parameters that efficiently trade off between latency and accuracy. These hyper-parameters allow the model builder to choose the right sized model for their application based on the constraints of the problem. We present extensive experiments on resource and accuracy tradeoffs and show strong performance compared to other popular models on ImageNet classification. We then demonstrate the effectiveness of MobileNets across a wide range of applications and use cases including object detection, finegrain classification, face attributes and large scale geo-localization."
79,6,6,2017,Towards Deep Learning Models Resistant to Adversarial Attacks,"A. Ma̧dry, Aleksandar Makelov, Ludwig Schmidt, Dimitris Tsipras, Adrian Vladu",International Conference on Learning Representations,2017-06-19,14919,3852,345.023,"Trustworthy, Explainable, and Responsible AI",trustworthy-ai,trustworthy-ai,Recent work has demonstrated that deep neural networks are vulnerable to adversarial examples---inputs that are almost indistinguishable from natural data and yet classified incorrectly by the network.,"high citation signal (14,919); influential citation signal (3,852)","Explanations can be persuasive without being faithful to model internals or decision processes.; Fairness, robustness, privacy, and safety metrics can conflict and require domain-specific tradeoffs.; Responsible AI results often need stronger deployment evidence beyond benchmark or synthetic settings.",https://www.semanticscholar.org/paper/7aa38b85fa8cba64d6a4010543f6695dbf5f1386,https://www.semanticscholar.org/paper/7aa38b85fa8cba64d6a4010543f6695dbf5f1386,,https://github.com/MadryLab/mnist_challenge,,1706.06083,,3488815,Computer Science; Mathematics,JournalArticle,deep learning; neural networks,2,citations=14919; influential=3852; resource signal; translation/trustworthiness signal; open PDF metadata; title AI matches=2; AI term matches=5; query hits=2,"Recent work has demonstrated that deep neural networks are vulnerable to adversarial examples---inputs that are almost indistinguishable from natural data and yet classified incorrectly by the network. In fact, some of the latest findings suggest that the existence of adversarial attacks may be an inherent weakness of deep learning models. To address this problem, we study the adversarial robustness of neural networks through the lens of robust optimization. This approach provides us with a broad and unifying view on much of the prior work on this topic. Its principled nature also enables us to identify methods for both training and attacking neural networks that are reliable and, in a certain sense, universal. In particular, they specify a concrete security guarantee that would protect against any adversary. These methods let us train networks with significantly improved resistance to a wide range of adversarial attacks. They also suggest the notion of security against a first-order adversary as a natural and broad security guarantee. We believe that robustness against such well-defined classes of adversaries is an important stepping stone towards fully resistant deep learning models. Code and pre-trained models are available at this https URL and this https URL."
82,7,7,2017,Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks,"Chelsea Finn, P. Abbeel, S. Levine",International Conference on Machine Learning,2017-03-09,14605,2715,342.659,Reinforcement Learning and Agents,reinforcement-learning,machine-learning; vision; reinforcement-learning,"We propose an algorithm for meta-learning that is model-agnostic, in the sense that it is compatible with any model trained with gradient descent and applicable to a variety of different learning problems, including classification, regression, and reinforcement learning.","high citation signal (14,605); influential citation signal (2,715); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/c889d6f98e6d79b89c3a6adf8a921f88fa6ba518,https://www.semanticscholar.org/paper/c889d6f98e6d79b89c3a6adf8a921f88fa6ba518,,https://github.com/cbfinn/maml,,1703.03400,,6719686,Computer Science,JournalArticle; Conference,deep learning; neural networks; reinforcement learning,3,citations=14605; influential=2715; recognized venue; open PDF metadata; AI term matches=7; query hits=3,"We propose an algorithm for meta-learning that is model-agnostic, in the sense that it is compatible with any model trained with gradient descent and applicable to a variety of different learning problems, including classification, regression, and reinforcement learning. The goal of meta-learning is to train a model on a variety of learning tasks, such that it can solve new learning tasks using only a small number of training samples. In our approach, the parameters of the model are explicitly trained such that a small number of gradient steps with a small amount of training data from a new task will produce good generalization performance on that task. In effect, our method trains the model to be easy to fine-tune. We demonstrate that this approach leads to state-of-the-art performance on two few-shot image classification benchmarks, produces good results on few-shot regression, and accelerates fine-tuning for policy gradient reinforcement learning with neural network policies."
83,8,8,2017,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space,"C. Qi, L. Yi, Hao Su, L. Guibas",Neural Information Processing Systems,2017-06-07,14312,2332,324.085,Vision and Multimodal Learning,metadata-ranked,machine-learning,Few prior works study deep learning on point sets.,"high citation signal (14,312); influential citation signal (2,332)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/8674494bd7a076286b905912d26d47f7501c4046,https://www.semanticscholar.org/paper/8674494bd7a076286b905912d26d47f7501c4046,,https://github.com/Lonepic/SPIB,,1706.02413,,1745976,Computer Science; Engineering,JournalArticle; Conference,deep learning; neural networks,2,citations=14312; influential=2332; open PDF metadata; AI term matches=2; query hits=2,"Few prior works study deep learning on point sets. PointNet by Qi et al. is a pioneer in this direction. However, by design PointNet does not capture local structures induced by the metric space points live in, limiting its ability to recognize fine-grained patterns and generalizability to complex scenes. In this work, we introduce a hierarchical neural network that applies PointNet recursively on a nested partitioning of the input point set. By exploiting metric space distances, our network is able to learn local features with increasing contextual scales. With further observation that point sets are usually sampled with varying densities, which results in greatly decreased performance for networks trained on uniform densities, we propose novel set learning layers to adaptively combine features from multiple scales. Experiments show that our network called PointNet++ is able to learn deep point set features efficiently and robustly. In particular, results significantly better than state-of-the-art have been obtained on challenging benchmarks of 3D point clouds."
91,9,9,2017,A survey on deep learning in medical image analysis,"G. Litjens, Thijs Kooi, B. Bejnordi, A. Setio, F. Ciompi, Mohsen Ghafoorian, J. Laak, B. Ginneken, et al.",Medical Image Anal.,2017-02-19,13570,314,301.881,"AI for Science, Healthcare, and Robotics",survey/review; ai4science,machine-learning; vision; ai4science,"Deep learning algorithms, in particular convolutional networks, have rapidly become a methodology of choice for analyzing medical images.","high citation signal (13,570); influential citation signal (314); open-access PDF metadata","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/j.media.2017.07.005,https://www.semanticscholar.org/paper/6ff909c6fe089fc8ebfc64eca0f0c3cc34ba277f,https://repository.ubn.ru.nl//bitstream/handle/2066/179538/179538.pdf,,10.1016/j.media.2017.07.005,1702.05747,28778026,2088679,Computer Science; Medicine,Review; JournalArticle,deep learning,1,citations=13570; influential=314; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=4,"Deep learning algorithms, in particular convolutional networks, have rapidly become a methodology of choice for analyzing medical images. This paper reviews the major deep learning concepts pertinent to medical image analysis and summarizes over 300 contributions to the field, most of which appeared in the last year. We survey the use of deep learning for image classification, object detection, segmentation, registration, and other tasks. Concise overviews are provided of studies per application area: neuro, retinal, pulmonary, digital pathology, breast, cardiac, abdominal, musculoskeletal. We end with a summary of the current state-of-the-art, a critical discussion of open challenges and directions for future research."
95,10,10,2017,Dermatologist-level classification of skin cancer with deep neural networks,"A. Esteva, Brett Kuprel, R. Novoa, J. Ko, S. Swetter, H. Blau, S. Thrun",Nature,2017-01-25,12607,288,309.056,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Dermatologist-level classification of skin cancer with deep neural networks within General AI Methods and Systems.,"high citation signal (12,607); influential citation signal (288); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1038/nature21056,https://www.semanticscholar.org/paper/e1ec11a1cb3d9745fb18d3bf74247f95a6663d08,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8382232,,10.1038/nature21056,,28117445,3767412,Computer Science; Medicine,Study; JournalArticle,artificial intelligence; neural networks,2,citations=12607; influential=288; recognized venue; open PDF metadata; title AI matches=3; AI term matches=3; query hits=2,
