candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2011,Scikit-learn: Machine Learning in Python,"Fabian Pedregosa, G. Varoquaux, Alexandre Gramfort, V. Michel, B. Thirion, O. Grisel, Mathieu Blondel, Gilles Louppe, et al.",Journal of machine learning research,2011-02-01,90486,7928,393.781,Foundation Models and Large Language Models,metadata-ranked,machine-learning,Scikit-learn is a Python module integrating a wide range of state-of-the-art machine learning algorithms for medium-scale supervised and unsupervised problems.,"high citation signal (90,486); influential citation signal (7,928); recognized venue","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.5555/1953048.2078195,https://www.semanticscholar.org/paper/ad4fd2c149f220a62441576af92a8a669fe81246,,,10.5555/1953048.2078195,1201.0490,,10659969,Computer Science,JournalArticle,machine learning,1,citations=90486; influential=7928; recognized venue; resource signal; open PDF metadata; title AI matches=1; AI term matches=1,"Scikit-learn is a Python module integrating a wide range of state-of-the-art machine learning algorithms for medium-scale supervised and unsupervised problems. This package focuses on bringing machine learning to non-specialists using a general-purpose high-level language. Emphasis is put on ease of use, performance, documentation, and API consistency. It has minimal dependencies and is distributed under the simplified BSD license, encouraging its use in both academic and commercial settings. Source code, binaries, and documentation can be downloaded from http://scikit-learn.sourceforge.net."
2,2011,LIBSVM: A library for support vector machines,"Chih-Chung Chang, Chih-Jen Lin",TIST,2011-04-01,44933,3802,357.095,General AI Methods and Systems,metadata-ranked,machine-learning,Positions LIBSVM: A library for support vector machines within General AI Methods and Systems.,"high citation signal (44,933); influential citation signal (3,802)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/1961189.1961199,https://www.semanticscholar.org/paper/273dfbcb68080251f5e9ff38b4413d7bd84b10a1,,,10.1145/1961189.1961199,,,961425,Computer Science; Mathematics,JournalArticle,machine learning; support vector machines,2,citations=44933; influential=3802; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
3,2011,Deep Sparse Rectifier Neural Networks,"Xavier Glorot, Antoine Bordes, Yoshua Bengio",International Conference on Artificial Intelligence and Statistics,2011-06-14,8859,443,303.306,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Deep Sparse Rectifier Neural Networks within General AI Methods and Systems.,"high citation signal (8,859); influential citation signal (443); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/67107f78a84bdb2411053cb54e94fa226eea6d8e,https://www.semanticscholar.org/paper/67107f78a84bdb2411053cb54e94fa226eea6d8e,,,,,,2239473,Biology; Computer Science,JournalArticle,neural networks,1,citations=8859; influential=443; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3,
4,2011,Natural Language Processing (Almost) from Scratch,"R. Collobert, J. Weston, L. Bottou, Michael Karlen, K. Kavukcuoglu, P. Kuksa",Journal of machine learning research,2011-02-01,7918,653,306.258,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp,"We propose a unified neural network architecture and learning algorithm that can be applied to various natural language processing tasks including part-of-speech tagging, chunking, named entity recognition, and semantic role labeling.","high citation signal (7,918); influential citation signal (653); recognized venue","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.5555/1953048.2078186,https://www.semanticscholar.org/paper/bc1022b031dc6c7019696492e8116598097a8c12,,,10.5555/1953048.2078186,1103.0398,,351666,Computer Science; Linguistics,JournalArticle,natural language processing; neural networks,2,citations=7918; influential=653; recognized venue; open PDF metadata; title AI matches=1; AI term matches=3; query hits=2,"We propose a unified neural network architecture and learning algorithm that can be applied to various natural language processing tasks including part-of-speech tagging, chunking, named entity recognition, and semantic role labeling. This versatility is achieved by trying to avoid task-specific engineering and therefore disregarding a lot of prior knowledge. Instead of exploiting man-made input features carefully optimized for each task, our system learns internal representations on the basis of vast amounts of mostly unlabeled training data. This work is then used as a basis for building a freely available tagging system with good performance and minimal computational requirements."
5,2011,Computer Vision - Algorithms and Applications,R. Szeliski,Texts in Computer Science,,4855,331,282.007,Vision and Multimodal Learning,metadata-ranked,vision; ai4science,Positions Computer Vision - Algorithms and Applications within Vision and Multimodal Learning.,"high citation signal (4,855); influential citation signal (331); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/4282a344671189e17c9c9e00e329fe2d0fa71769,https://www.semanticscholar.org/paper/4282a344671189e17c9c9e00e329fe2d0fa71769,,,,,,27350524,Computer Science,,computer vision,1,citations=4855; influential=331; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
6,2011,Global contrast based salient region detection,"Ming-Ming Cheng, Guo-Xin Zhang, N. Mitra, Xiaolei Huang, Shimin Hu",Computer Vision and Pattern Recognition,2011-06-20,3829,566,283.279,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Global contrast based salient region detection within Vision and Multimodal Learning.,"high citation signal (3,829); influential citation signal (566); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2011.5995344,https://www.semanticscholar.org/paper/7670e3c493126c8b2f211ddfc45f89de905f1d38,https://repository.kaust.edu.sa/bitstream/10754/622089/1/05995344.pdf,,10.1109/CVPR.2011.5995344,,,2329405,Computer Science,JournalArticle,computer vision,1,citations=3829; influential=566; recognized venue; open PDF metadata; AI term matches=2,
7,2011,Multimodal Deep Learning,"Jiquan Ngiam, A. Khosla, Mingyu Kim, Juhan Nam, Honglak Lee, A. Ng",International Conference on Machine Learning,2011-06-28,3521,232,274.984,Vision and Multimodal Learning,metadata-ranked,machine-learning; multimodal; nlp; vision,"Deep networks have been successfully applied to unsupervised feature learning for single modalities (e.g., text, images or audio).","high citation signal (3,521); influential citation signal (232); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.48550/arXiv.2301.04856,https://www.semanticscholar.org/paper/a78273144520d57e150744cf75206e881e11cc5b,http://arxiv.org/pdf/2301.04856,https://github.com/slds-lmu/seminar_multimodal_dl,10.48550/arXiv.2301.04856,2301.04856,,352650,Computer Science; Mathematics,JournalArticle; Conference,deep learning; multimodal learning,2,citations=3521; influential=232; recognized venue; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Deep networks have been successfully applied to unsupervised feature learning for single modalities (e.g., text, images or audio). In this work, we propose a novel application of deep networks to learn features over multiple modalities. We present a series of tasks for multimodal learning and show how to train deep networks that learn features to address these tasks. In particular, we demonstrate cross modality feature learning, where better features for one modality (e.g., video) can be learned if multiple modalities (e.g., audio and video) are present at feature learning time. Furthermore, we show how to learn a shared representation between modalities and evaluate it on a unique task, where the classifier is trained with audio-only data but tested with video-only data and vice-versa. Our models are validated on the CUAVE and AVLetters datasets on audio-visual speech classification, demonstrating best published visual speech classification on AVLetters and effective shared representation learning."
8,2011,Support vector machines in remote sensing: A review,"G. Mountrakis, J. Im, Caesar Ogole",,2011-05-01,3087,141,257.158,General AI Methods and Systems,survey/review,machine-learning,Positions Support vector machines in remote sensing: A review within General AI Methods and Systems.,"high citation signal (3,087); influential citation signal (141)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/J.ISPRSJPRS.2010.11.001,https://www.semanticscholar.org/paper/154507a7222c60380dd895d85171722548fbc81f,,,10.1016/J.ISPRSJPRS.2010.11.001,,,2357415,Computer Science; Environmental Science,Review,machine learning; support vector machines,2,citations=3087; influential=141; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
9,2011,Stacked Convolutional Auto-Encoders for Hierarchical Feature Extraction,"Jonathan Masci, U. Meier, D. Ciresan, J. Schmidhuber",International Conference on Artificial Neural Networks,2011-06-14,2130,145,241.386,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Stacked Convolutional Auto-Encoders for Hierarchical Feature Extraction within General AI Methods and Systems.,"high citation signal (2,130); influential citation signal (145)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-3-642-21735-7_7,https://www.semanticscholar.org/paper/1c6d990c80e60aa0b0059415444cdf94b3574f0f,,,10.1007/978-3-642-21735-7_7,,,12640199,Computer Science,JournalArticle; Conference,neural networks,1,citations=2130; influential=145; open PDF metadata; AI term matches=2,
10,2011,Meta-analytic evidence for common and distinct neural networks associated with directly experienced pain and empathy for pain,"C. Lamm, J. Decety, T. Singer",NeuroImage,2011-02-01,1924,135,242.156,Vision and Multimodal Learning,metadata-ranked,vision,Positions Meta-analytic evidence for common and distinct neural networks associated with directly experienced pain and empathy for pain within Vision and Multimodal Learning.,"high citation signal (1,924); influential citation signal (135)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1016/j.neuroimage.2010.10.014,https://www.semanticscholar.org/paper/3f690deb55418261af88eaff0d1c83258db6dc62,,,10.1016/j.neuroimage.2010.10.014,,20946964,6021487,Computer Science; Medicine; Psychology,Review; MetaAnalysis; JournalArticle,neural networks,1,citations=1924; influential=135; open PDF metadata; title AI matches=2; AI term matches=2,
