candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2008,LIBLINEAR: A Library for Large Linear Classification,"Rong-En Fan, Kai-Wei Chang, Cho-Jui Hsieh, Xiangwen Wang, Chih-Jen Lin",Journal of machine learning research,2008-06-01,8464,905,309.288,General AI Methods and Systems,metadata-ranked,machine-learning,Positions LIBLINEAR: A Library for Large Linear Classification within General AI Methods and Systems.,"high citation signal (8,464); influential citation signal (905); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5555/1390681.1442794,https://www.semanticscholar.org/paper/268a4f8da15a42f3e0e71691f760ff5edbf9cec8,,,10.5555/1390681.1442794,,,3116168,Computer Science; Mathematics,JournalArticle,support vector machines,1,citations=8464; influential=905; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
2,2008,Support Vector Machines,"Ingo Steinwart, A. Christmann",Data Mining and Knowledge Discovery Handbook,2008-08-12,8437,1097,303.908,General AI Methods and Systems,metadata-ranked,machine-learning,Support vector machines are statistical- and machine-learning techniques with the primary goal of prediction.,"high citation signal (8,437); influential citation signal (1,097); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1177/1536867X1601600407,https://www.semanticscholar.org/paper/04b23f577c20d1a0e2a67aadda555f58e6d23d6e,https://link.springer.com/content/pdf/10.1007/0-387-25465-X_12.pdf,,10.1177/1536867X1601600407,,,661123,Computer Science; Engineering; Mathematics,JournalArticle,machine learning; support vector machines,2,citations=8437; influential=1097; open PDF metadata; title AI matches=1; AI term matches=2; query hits=2,"Support vector machines are statistical- and machine-learning techniques with the primary goal of prediction. They can be applied to continuous, binary, and categorical outcomes analogous to Gaussian, logistic, and multinomial regression. We introduce a new command for this purpose, svmachines. This package is a thin wrapper for the widely deployed libsvm (Chang and Lin, 2011, ACM Transactions on Intelligent Systems and Technology 2(3): Article 27). We illustrate svmachines with two examples."
3,2008,A unified architecture for natural language processing: deep neural networks with multitask learning,"R. Collobert, J. Weston",International Conference on Machine Learning,2008-07-05,6013,300,295.34,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp,Positions A unified architecture for natural language processing: deep neural networks with multitask learning within Natural Language Processing and Knowledge.,"high citation signal (6,013); influential citation signal (300); recognized venue","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.1145/1390156.1390177,https://www.semanticscholar.org/paper/57458bc1cffe5caa45a885af986d70f723f406b4,,,10.1145/1390156.1390177,,,2617020,Computer Science; Linguistics,JournalArticle,deep learning; natural language processing; neural networks,3,citations=6013; influential=300; recognized venue; open PDF metadata; title AI matches=3; AI term matches=4; query hits=3,
4,2008,Collective Classification in Network Data,"Prithviraj Sen, Galileo Namata, M. Bilgic, L. Getoor, Brian Gallagher, Tina Eliassi-Rad",The AI Magazine,2008-09-06,4672,719,283.0,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Collective Classification in Network Data within General AI Methods and Systems.,"high citation signal (4,672); influential citation signal (719); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1201/b17320-16,https://www.semanticscholar.org/paper/43d2ed5c3c55c1100450cd74dc1031afa24d37b2,https://ojs.aaai.org/index.php/aimagazine/article/download/2157/2022,,10.1201/b17320-16,,,62016134,Computer Science,JournalArticle,machine learning,1,citations=4672; influential=719; open PDF metadata; title AI matches=1; AI term matches=2,
5,2008,Maximum Entropy Inverse Reinforcement Learning,"Brian D. Ziebart, Andrew L. Maas, J. Bagnell, A. Dey",AAAI Conference on Artificial Intelligence,2008-07-13,3441,502,281.252,Reinforcement Learning and Agents,reinforcement-learning,reinforcement-learning,Positions Maximum Entropy Inverse Reinforcement Learning within Reinforcement Learning and Agents.,"high citation signal (3,441); influential citation signal (502); recognized venue","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://www.semanticscholar.org/paper/c8221c054459e37edbf313668523d667fe5c1536,https://www.semanticscholar.org/paper/c8221c054459e37edbf313668523d667fe5c1536,,,,,,336219,Computer Science,JournalArticle; Conference,reinforcement learning,1,citations=3441; influential=502; recognized venue; open PDF metadata; title AI matches=1; AI term matches=2,
6,2008,"A discriminatively trained, multiscale, deformable part model","Pedro F. Felzenszwalb, David A. McAllester, Deva Ramanan",2008 IEEE Conference on Computer Vision and Pattern Recognition,2008-06-23,3126,307,270.274,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,"Positions A discriminatively trained, multiscale, deformable part model within Vision and Multimodal Learning.","high citation signal (3,126); influential citation signal (307); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2008.4587597,https://www.semanticscholar.org/paper/860a9d55d87663ca88e74b3ca357396cd51733d0,http://people.csail.mit.edu/torralba/courses/6.870/papers/FelzenszwalbMcAllesterRamanan.pdf,,10.1109/CVPR.2008.4587597,,,14327585,Computer Science,JournalArticle; Conference,data mining,1,citations=3126; influential=307; recognized venue; open PDF metadata; AI term matches=2,
7,2008,Cheap and Fast – But is it Good? Evaluating Non-Expert Annotations for Natural Language Tasks,"R. Snow, Brendan T. O'Connor, Dan Jurafsky, A. Ng",Conference on Empirical Methods in Natural Language Processing,2008-10-25,2505,167,248.917,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp; trustworthy-ai,Human linguistic annotation is crucial for many natural language processing tasks but can be expensive and time-consuming.,"high citation signal (2,505); influential citation signal (167); open-access PDF metadata","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.3115/1613715.1613751,https://www.semanticscholar.org/paper/0165568bcc1a819c18564567f2ec15d859be2519,http://dl.acm.org/ft_gateway.cfm?id=1613751&type=pdf,,10.3115/1613715.1613751,,,7008675,Computer Science; Linguistics,JournalArticle; Conference,machine learning; natural language processing,2,citations=2505; influential=167; open PDF metadata; AI term matches=2; query hits=2,"Human linguistic annotation is crucial for many natural language processing tasks but can be expensive and time-consuming. We explore the use of Amazon's Mechanical Turk system, a significantly cheaper and faster method for collecting annotations from a broad base of paid non-expert contributors over the Web. We investigate five tasks: affect recognition, word similarity, recognizing textual entailment, event temporal ordering, and word sense disambiguation. For all five, we show high agreement between Mechanical Turk non-expert annotations and existing gold standard labels provided by expert labelers. For the task of affect recognition, we also show that using non-expert labels for training machine learning algorithms can be as effective as using gold standard annotations from experts. We propose a technique for bias correction that significantly improves annotation quality on two tasks. We conclude that many large labeling tasks can be effectively designed and carried out in this method at a fraction of the usual expense."
8,2008,Visibility in bad weather from a single image,R. Tan,2008 IEEE Conference on Computer Vision and Pattern Recognition,2008-06-23,2381,212,259.123,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions Visibility in bad weather from a single image within Vision and Multimodal Learning.,"high citation signal (2,381); influential citation signal (212); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2008.4587643,https://www.semanticscholar.org/paper/1deb84164223a3468a80b376befc7e0b7261a36b,,,10.1109/CVPR.2008.4587643,,,2700315,Computer Science; Environmental Science; Physics,JournalArticle; Conference,computer vision,1,citations=2381; influential=212; recognized venue; open PDF metadata; AI term matches=2,
9,2008,Context-aware recommender systems,"G. Adomavicius, Alexander Tuzhilin",ACM Conference on Recommender Systems,2008-10-23,2293,184,246.322,"Graph Learning, Recommendation, and Core Methods",retrieval,machine-learning; nlp; graph-learning,"The importance of contextual information has been recognized by researchers and practitioners in many disciplines, including e-commerce personalization, information retrieval, ubiquitous and mobile computing, data mining, marketing, and management.","high citation signal (2,293); influential citation signal (184); open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1007/978-0-387-85820-3_7,https://www.semanticscholar.org/paper/f9ec6655d9ce6ea6a786b158e32652995e9b48f9,https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/download/2364/2229,,10.1007/978-0-387-85820-3_7,,,700267,Business; Computer Science,JournalArticle,data mining,1,citations=2293; influential=184; open PDF metadata; AI term matches=2,"The importance of contextual information has been recognized by researchers and practitioners in many disciplines, including e-commerce personalization, information retrieval, ubiquitous and mobile computing, data mining, marketing, and management. While a substantial amount of research has already been performed in the area of recommender systems, most existing approaches focus on recommending the most relevant items to users without taking into account any additional contextual information, such as time, location, or the company of other people (e.g., for watching movies or dining out). In this chapter we argue that relevant contextual information does matter in recommender systems and that it is important to take this information into account when providing recommendations. We discuss the general notion of context and how it can be modeled in recommender systems. Furthermore, we introduce three different algorithmic paradigms – contextual prefiltering, post-filtering, and modeling – for incorporating contextual information into the recommendation process, discuss the possibilities of combining several contextaware recommendation techniques into a single unifying approach, and provide a case study of one such combined approach. Finally, we present additional capabilities for context-aware recommenders and discuss important and promising directions for future research."
10,2008,A Comprehensive Survey of Multiagent Reinforcement Learning,"L. Buşoniu, Robert Babuška, B. Schutter",IEEE Transactions on Systems Man and Cybernetics Part C (Applications and Reviews),2008-03-01,2239,146,258.579,Reinforcement Learning and Agents,survey/review; reinforcement-learning,reinforcement-learning,Positions A Comprehensive Survey of Multiagent Reinforcement Learning within Reinforcement Learning and Agents.,"high citation signal (2,239); influential citation signal (146); recognized venue; open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1109/TSMCC.2007.913919,https://www.semanticscholar.org/paper/4aece8df7bd59e2fbfedbf5729bba41abc56d870,https://repository.tudelft.nl/islandora/object/uuid%3A4c7d3b49-06fc-400c-923e-3903b8d230fe/datastream/OBJ/download,,10.1109/TSMCC.2007.913919,,,206794869,Computer Science,JournalArticle; Review,reinforcement learning,1,citations=2239; influential=146; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
