candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2010,A Survey on Transfer Learning,"Sinno Jialin Pan, Qiang Yang",IEEE Transactions on Knowledge and Data Engineering,2010-10-01,23383,1041,340.6,"Representation, Self-Supervised, and Transfer Learning",survey/review,machine-learning; trustworthy-ai,A major assumption in many machine learning and data mining algorithms is that the training and future data must be in the same feature space and have the same distribution.,"high citation signal (23,383); influential citation signal (1,041); recognized venue","Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1109/TKDE.2009.191,https://www.semanticscholar.org/paper/a25fbcbbae1e8f79c4360d26aa11a3abf1a11972,,,10.1109/TKDE.2009.191,,,740063,Computer Science,JournalArticle; Review,data mining; machine learning,2,citations=23383; influential=1041; recognized venue; survey/benchmark signal; open PDF metadata; AI term matches=4; query hits=2,"A major assumption in many machine learning and data mining algorithms is that the training and future data must be in the same feature space and have the same distribution. However, in many real-world applications, this assumption may not hold. For example, we sometimes have a classification task in one domain of interest, but we only have sufficient training data in another domain of interest, where the latter data may be in a different feature space or follow a different data distribution. In such cases, knowledge transfer, if done successfully, would greatly improve the performance of learning by avoiding much expensive data-labeling efforts. In recent years, transfer learning has emerged as a new learning framework to address this problem. This survey focuses on categorizing and reviewing the current progress on transfer learning for classification, regression, and clustering problems. In this survey, we discuss the relationship between transfer learning and other related machine learning techniques such as domain adaptation, multitask learning and sample selection bias, as well as covariate shift. We also explore some potential future issues in transfer learning research."
2,2010,Understanding the difficulty of training deep feedforward neural networks,"Xavier Glorot, Yoshua Bengio",International Conference on Artificial Intelligence and Statistics,2010-03-31,19308,918,334.629,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Understanding the difficulty of training deep feedforward neural networks within General AI Methods and Systems.,"high citation signal (19,308); influential citation signal (918); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649,https://www.semanticscholar.org/paper/ea9d2a2b4ce11aaf85136840c65f3bc9c03ab649,,,,,,5575601,Computer Science; Mathematics,JournalArticle; Review,artificial intelligence; deep learning; natural language processing; neural networks,4,citations=19308; influential=918; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3; query hits=4,
3,2010,Object Detection with Discriminatively Trained Part Based Models,"Pedro F. Felzenszwalb, Ross B. Girshick, David A. McAllester, Deva Ramanan",IEEE Transactions on Pattern Analysis and Machine Intelligence,2010-09-01,10718,1441,319.988,Vision and Multimodal Learning,metadata-ranked,vision,Positions Object Detection with Discriminatively Trained Part Based Models within Vision and Multimodal Learning.,"high citation signal (10,718); influential citation signal (1,441); recognized venue","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/TPAMI.2009.167,https://www.semanticscholar.org/paper/e79272fe3d65197100eae8be9fec6469107969ae,,,10.1109/TPAMI.2009.167,,20634557,3198903,Computer Science; Medicine,JournalArticle,data mining,1,citations=10718; influential=1441; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
4,2010,Pattern recognition receptors and inflammation.,"O. Takeuchi, S. Akira",Cell,2010-03-19,8448,542,301.079,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Pattern recognition receptors and inflammation. within General AI Methods and Systems.,"high citation signal (8,448); influential citation signal (542); recognized venue; open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.cell.2010.01.022,https://www.semanticscholar.org/paper/219e2d53849b7dde97def6c0eda47d31e025dc5a,http://www.cell.com/article/S0092867410000231/pdf,,10.1016/j.cell.2010.01.022,,20303872,223338,Biology; Medicine,Review; JournalArticle,pattern recognition,1,citations=8448; influential=542; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
5,2010,Large-Scale Machine Learning with Stochastic Gradient Descent,L. Bottou,International Conference on Computational Statistics,,6363,804,290.357,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Large-Scale Machine Learning with Stochastic Gradient Descent within General AI Methods and Systems.,"high citation signal (6,363); influential citation signal (804); open-access PDF metadata","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1007/978-3-7908-2604-3_16,https://www.semanticscholar.org/paper/fbc6562814e08e416e28a268ce7beeaa3d0708c8,http://leon.bottou.org/publications/pdf/compstat-2010.pdf,,10.1007/978-3-7908-2604-3_16,,,115963355,Computer Science; Mathematics,JournalArticle,machine learning,1,citations=6363; influential=804; open PDF metadata; title AI matches=1; AI term matches=1,
6,2010,Recurrent neural network based language model,"Tomas Mikolov, M. Karafiát, Lukáš Burget, J. Černocký, S. Khudanpur",Interspeech,,6111,510,286.105,Foundation Models and Large Language Models,metadata-ranked,machine-learning; foundation-models; nlp,Positions Recurrent neural network based language model within Foundation Models and Large Language Models.,"high citation signal (6,111); influential citation signal (510)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.21437/Interspeech.2010-343,https://www.semanticscholar.org/paper/9819b600a828a57e1cde047bbe710d3446b30da5,,,10.21437/Interspeech.2010-343,,,17048224,Computer Science,JournalArticle,neural networks,1,citations=6111; influential=510; open PDF metadata; title AI matches=2; AI term matches=2,
7,2010,Neural Networks and Learning Machines,S. Haykin,,,5454,506,285.493,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Neural Networks and Learning Machines within General AI Methods and Systems.,"high citation signal (5,454); influential citation signal (506)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/ce70030c9d4e2ce2280cc15f50da42ea755d37d3,https://www.semanticscholar.org/paper/ce70030c9d4e2ce2280cc15f50da42ea755d37d3,,,,,,60504238,Computer Science; Engineering,,machine learning; neural networks,2,citations=5454; influential=506; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
8,2010,SUN database: Large-scale scene recognition from abbey to zoo,"Jianxiong Xiao, James Hays, Krista A. Ehinger, A. Oliva, A. Torralba",2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition,2010-06-13,4362,460,292.248,Vision and Multimodal Learning,benchmark/dataset,machine-learning; vision,Scene categorization is a fundamental problem in computer vision.,"high citation signal (4,362); influential citation signal (460); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2010.5539970,https://www.semanticscholar.org/paper/908091b4a8757c3b2f7d9cfa2c4f616ee12c5157,https://dspace.mit.edu/bitstream/1721.1/60690/1/Oliva_SUN%20database.pdf,,10.1109/CVPR.2010.5539970,,,1309931,Computer Science,JournalArticle; Conference,computer vision,1,citations=4362; influential=460; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=3,"Scene categorization is a fundamental problem in computer vision. However, scene understanding research has been constrained by the limited scope of currently-used databases which do not capture the full variety of scene categories. Whereas standard databases for object categorization contain hundreds of different classes of objects, the largest available dataset of scene categories contains only 15 classes. In this paper we propose the extensive Scene UNderstanding (SUN) database that contains 899 categories and 130,519 images. We use 397 well-sampled categories to evaluate numerous state-of-the-art algorithms for scene recognition and establish new bounds of performance. We measure human scene classification performance on the SUN database and compare this with computational methods. Additionally, we study a finer-grained scene representation to detect scenes embedded inside of larger scenes."
9,2010,The Extended Cohn-Kanade Dataset (CK+): A complete dataset for action unit and emotion-specified expression,"P. Lucey, J. Cohn, T. Kanade, Jason M. Saragih, Z. Ambadar, I. Matthews",2010 IEEE Computer Society Conference on Computer Vision and Pattern Recognition - Workshops,2010-06-13,4022,499,290.6,Vision and Multimodal Learning,benchmark/dataset,machine-learning; vision,Positions The Extended Cohn-Kanade Dataset (CK+): A complete dataset for action unit and emotion-specified expression within Vision and Multimodal Learning.,"high citation signal (4,022); influential citation signal (499); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPRW.2010.5543262,https://www.semanticscholar.org/paper/7dcdfe89a36e4e54d33362c164e09709a19bef7f,http://www.pitt.edu/%7Ejeffcohn/CVPR2010_CK%2B2.pdf,,10.1109/CVPRW.2010.5543262,,,3329621,Computer Science,JournalArticle; Conference,support vector machines,1,citations=4022; influential=499; recognized venue; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=2,
10,2010,Vlfeat: an open and portable library of computer vision algorithms,"A. Vedaldi, B. Fulkerson",ACM Multimedia,2010-10-25,3529,215,258.973,Vision and Multimodal Learning,metadata-ranked,vision,Positions Vlfeat: an open and portable library of computer vision algorithms within Vision and Multimodal Learning.,"high citation signal (3,529); influential citation signal (215)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1145/1873951.1874249,https://www.semanticscholar.org/paper/d720a95e1501922ea17ee31f299f43b2db5e15ef,,,10.1145/1873951.1874249,,,1458265,Computer Science,Book; JournalArticle,computer vision,1,citations=3529; influential=215; open PDF metadata; title AI matches=1; AI term matches=1,
