candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
1,2014,Very Deep Convolutional Networks for Large-Scale Image Recognition,"K. Simonyan, Andrew Zisserman",International Conference on Learning Representations,2014-09-04,112194,14543,396.005,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,In this work we investigate the effect of the convolutional network depth on its accuracy in the large-scale image recognition setting.,"high citation signal (112,194); influential citation signal (14,543)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://www.semanticscholar.org/paper/eb42cf88027de515750f230b23b1a057dc782108,https://www.semanticscholar.org/paper/eb42cf88027de515750f230b23b1a057dc782108,,,1409.1556,,14124313,Computer Science; Engineering,JournalArticle,computer vision,1,citations=112194; influential=14543; open PDF metadata; title AI matches=1; AI term matches=3,"In this work we investigate the effect of the convolutional network depth on its accuracy in the large-scale image recognition setting. Our main contribution is a thorough evaluation of networks of increasing depth using an architecture with very small (3x3) convolution filters, which shows that a significant improvement on the prior-art configurations can be achieved by pushing the depth to 16-19 weight layers. These findings were the basis of our ImageNet Challenge 2014 submission, where our team secured the first and the second places in the localisation and classification tracks respectively. We also show that our representations generalise well to other datasets, where they achieve state-of-the-art results. We have made our two best-performing ConvNet models publicly available to facilitate further research on the use of deep visual representations in computer vision."
2,2014,Going deeper with convolutions,"Christian Szegedy, Wei Liu, Yangqing Jia, P. Sermanet, Scott E. Reed, Dragomir Anguelov, D. Erhan, Vincent Vanhoucke, et al.",Computer Vision and Pattern Recognition,2014-09-16,47471,4438,369.468,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,We propose a deep convolutional neural network architecture codenamed Inception that achieves the new state of the art for classification and detection in the ImageNet Large-Scale Visual Recognition Challenge 2014 (ILSVRC14).,"high citation signal (47,471); influential citation signal (4,438); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2015.7298594,https://www.semanticscholar.org/paper/e15cf50aa89fee8535703b9f9512fca5bfc43327,http://arxiv.org/pdf/1409.4842,10.1109/CVPR.2015.7298594,1409.4842,,206592484,Computer Science,JournalArticle; Conference,neural networks,1,citations=47471; influential=4438; recognized venue; open PDF metadata; AI term matches=4,"We propose a deep convolutional neural network architecture codenamed Inception that achieves the new state of the art for classification and detection in the ImageNet Large-Scale Visual Recognition Challenge 2014 (ILSVRC14). The main hallmark of this architecture is the improved utilization of the computing resources inside the network. By a carefully crafted design, we increased the depth and width of the network while keeping the computational budget constant. To optimize quality, the architectural decisions were based on the Hebbian principle and the intuition of multi-scale processing. One particular incarnation used in our submission for ILSVRC14 is called GoogLeNet, a 22 layers deep network, the quality of which is assessed in the context of classification and detection."
3,2014,Dropout: a simple way to prevent neural networks from overfitting,"Nitish Srivastava, Geoffrey E. Hinton, A. Krizhevsky, I. Sutskever, R. Salakhutdinov",Journal of machine learning research,,43470,3879,371.647,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Dropout: a simple way to prevent neural networks from overfitting within General AI Methods and Systems.,"high citation signal (43,470); influential citation signal (3,879); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5555/2627435.2670313,https://www.semanticscholar.org/paper/34f25a8704614163c4095b3ee2fc969b60de4698,,10.5555/2627435.2670313,,,6844431,Computer Science,JournalArticle,deep learning; machine learning; neural networks,3,citations=43470; influential=3879; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3; query hits=3,
4,2014,ImageNet Large Scale Visual Recognition Challenge,"Olga Russakovsky, Jia Deng, Hao Su, J. Krause, S. Satheesh, Sean Ma, Zhiheng Huang, A. Karpathy, et al.",International Journal of Computer Vision,2014-09-01,42894,5014,366.946,Vision and Multimodal Learning,benchmark/dataset,machine-learning; vision,The ImageNet Large Scale Visual Recognition Challenge is a benchmark in object category classification and detection on hundreds of object categories and millions of images.,"high citation signal (42,894); influential citation signal (5,014)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1007/s11263-015-0816-y,https://www.semanticscholar.org/paper/e74f9b7f8eec6ba4704c206b93bc8079af3da4bd,,10.1007/s11263-015-0816-y,1409.0575,,2930547,Computer Science,JournalArticle,computer vision,1,citations=42894; influential=5014; survey/benchmark signal; resource signal; open PDF metadata; AI term matches=4,"The ImageNet Large Scale Visual Recognition Challenge is a benchmark in object category classification and detection on hundreds of object categories and millions of images. The challenge has been run annually from 2010 to present, attracting participation from more than fifty institutions. This paper describes the creation of this benchmark dataset and the advances in object recognition that have been possible as a result. We discuss the challenges of collecting large-scale ground truth annotation, highlight key breakthroughs in categorical object recognition, provide a detailed analysis of the current state of the field of large-scale image classification and object detection, and compare the state-of-the-art computer vision accuracy with human accuracy. We conclude with lessons learned in the 5 years of the challenge, and propose future directions and improvements."
5,2014,Fully convolutional networks for semantic segmentation,"Evan Shelhamer, Jonathan Long, Trevor Darrell",Computer Vision and Pattern Recognition,2014-11-14,42140,4461,368.92,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Convolutional networks are powerful visual models that yield hierarchies of features.,"high citation signal (42,140); influential citation signal (4,461); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2015.7298965,https://www.semanticscholar.org/paper/6fc6803df5f9ae505cae5b2f178ade4062c768d0,http://arxiv.org/pdf/1411.4038,10.1109/CVPR.2015.7298965,1411.4038,,1629541,Computer Science,JournalArticle; Conference,deep learning,1,citations=42140; influential=4461; recognized venue; open PDF metadata; title AI matches=1; AI term matches=4,"Convolutional networks are powerful visual models that yield hierarchies of features. We show that convolutional networks by themselves, trained end-to-end, pixels-to-pixels, exceed the state-of-the-art in semantic segmentation. Our key insight is to build “fully convolutional” networks that take input of arbitrary size and produce correspondingly-sized output with efficient inference and learning. We define and detail the space of fully convolutional networks, explain their application to spatially dense prediction tasks, and draw connections to prior models. We adapt contemporary classification networks (AlexNet [20], the VGG net [31], and GoogLeNet [32]) into fully convolutional networks and transfer their learned representations by fine-tuning [3] to the segmentation task. We then define a skip architecture that combines semantic information from a deep, coarse layer with appearance information from a shallow, fine layer to produce accurate and detailed segmentations. Our fully convolutional network achieves state-of-the-art segmentation of PASCAL VOC (20% relative improvement to 62.2% mean IU on 2012), NYUDv2, and SIFT Flow, while inference takes less than one fifth of a second for a typical image."
6,2014,Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation,"Kyunghyun Cho, B. V. Merrienboer, Çaglar Gülçehre, Dzmitry Bahdanau, Fethi Bougares, Holger Schwenk, Yoshua Bengio",Conference on Empirical Methods in Natural Language Processing,2014-06-03,26531,3130,342.782,Natural Language Processing and Knowledge,metadata-ranked,machine-learning; nlp,"In this paper, we propose a novel neural network model called RNN Encoder‐ Decoder that consists of two recurrent neural networks (RNN).","high citation signal (26,531); influential citation signal (3,130); open-access PDF metadata","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://doi.org/10.3115/v1/D14-1179,https://www.semanticscholar.org/paper/0b544dfe355a5070b60986319a3f51fb45d1348e,https://aclanthology.org/D14-1179.pdf,10.3115/v1/D14-1179,1406.1078,,5590763,Computer Science; Mathematics,JournalArticle; Conference,machine learning; neural networks,2,citations=26531; influential=3130; open PDF metadata; AI term matches=3; query hits=2,"In this paper, we propose a novel neural network model called RNN Encoder‐ Decoder that consists of two recurrent neural networks (RNN). One RNN encodes a sequence of symbols into a fixedlength vector representation, and the other decodes the representation into another sequence of symbols. The encoder and decoder of the proposed model are jointly trained to maximize the conditional probability of a target sequence given a source sequence. The performance of a statistical machine translation system is empirically found to improve by using the conditional probabilities of phrase pairs computed by the RNN Encoder‐Decoder as an additional feature in the existing log-linear model. Qualitatively, we show that the proposed model learns a semantically and syntactically meaningful representation of linguistic phrases."
7,2014,Explaining and Harnessing Adversarial Examples,"I. Goodfellow, Jonathon Shlens, Christian Szegedy",International Conference on Learning Representations,2014-12-19,22363,4184,354.084,"Representation, Self-Supervised, and Transfer Learning",benchmark/dataset,machine-learning; trustworthy-ai,"cluding neural networks, consistently misclassify adversarial examples---inputs formed by applying small but intentionally worst-case perturbations to examples from the dataset, such that the perturbed input results in the model outputting an incorrect answer with high confidence.","high citation signal (22,363); influential citation signal (4,184)","Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://www.semanticscholar.org/paper/bee044c8e8903fb67523c1f8c105ab4718600cdb,https://www.semanticscholar.org/paper/bee044c8e8903fb67523c1f8c105ab4718600cdb,,,1412.6572,,6706414,Computer Science; Mathematics,JournalArticle,machine learning; neural networks,2,citations=22363; influential=4184; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=1; AI term matches=4; query hits=2,"Several machine learning models, including neural networks, consistently misclassify adversarial examples---inputs formed by applying small but intentionally worst-case perturbations to examples from the dataset, such that the perturbed input results in the model outputting an incorrect answer with high confidence. Early attempts at explaining this phenomenon focused on nonlinearity and overfitting. We argue instead that the primary cause of neural networks' vulnerability to adversarial perturbation is their linear nature. This explanation is supported by new quantitative results while giving the first explanation of the most intriguing fact about them: their generalization across architectures and training sets. Moreover, this view yields a simple and fast method of generating adversarial examples. Using this approach to provide examples for adversarial training, we reduce the test set error of a maxout network on the MNIST dataset."
8,2014,Sequence to Sequence Learning with Neural Networks,"I. Sutskever, O. Vinyals, Quoc V. Le",Neural Information Processing Systems,2014-09-10,22110,1414,338.653,Natural Language Processing and Knowledge,benchmark/dataset,nlp,Deep Neural Networks (DNNs) are powerful models that have achieved excellent performance on difficult learning tasks.,"high citation signal (22,110); influential citation signal (1,414)","Benchmark scores can hide brittle reasoning, retrieval failures, hallucination, and domain transfer issues.; Language coverage is often uneven, with English and high-resource domains overrepresented.; Evaluation can be sensitive to annotation protocols, prompt wording, and changing model APIs.",https://www.semanticscholar.org/paper/cea967b59209c6be22829699f05b8b1ac4dc092d,https://www.semanticscholar.org/paper/cea967b59209c6be22829699f05b8b1ac4dc092d,,,1409.3215,,7961699,Computer Science,JournalArticle; Conference,deep learning; neural networks,2,citations=22110; influential=1414; survey/benchmark signal; resource signal; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,"Deep Neural Networks (DNNs) are powerful models that have achieved excellent performance on difficult learning tasks. Although DNNs work well whenever large labeled training sets are available, they cannot be used to map sequences to sequences. In this paper, we present a general end-to-end approach to sequence learning that makes minimal assumptions on the sequence structure. Our method uses a multilayered Long Short-Term Memory (LSTM) to map the input sequence to a vector of a fixed dimensionality, and then another deep LSTM to decode the target sequence from the vector. Our main result is that on an English to French translation task from the WMT-14 dataset, the translations produced by the LSTM achieve a BLEU score of 34.8 on the entire test set, where the LSTM's BLEU score was penalized on out-of-vocabulary words. Additionally, the LSTM did not have difficulty on long sentences. For comparison, a phrase-based SMT system achieves a BLEU score of 33.3 on the same dataset. When we used the LSTM to rerank the 1000 hypotheses produced by the aforementioned SMT system, its BLEU score increases to 36.5, which is close to the previous state of the art. The LSTM also learned sensible phrase and sentence representations that are sensitive to word order and are relatively invariant to the active and the passive voice. Finally, we found that reversing the order of the words in all source sentences (but not target sentences) improved the LSTM's performance markedly, because doing so introduced many short term dependencies between the source and the target sentence which made the optimization problem easier."
9,2014,Data Mining Practical Machine Learning Tools and Techniques,อนิรุธ สืบสิงห์,,,17706,1797,329.12,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Data Mining Practical Machine Learning Tools and Techniques within General AI Methods and Systems.,"high citation signal (17,706); influential citation signal (1,797)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/730ca170962a58607e092035beb2afc4b5fa6242,https://www.semanticscholar.org/paper/730ca170962a58607e092035beb2afc4b5fa6242,,,,,64641472,Business; Computer Science,,data mining; machine learning,2,citations=17706; influential=1797; open PDF metadata; title AI matches=2; AI term matches=2; query hits=2,
10,2014,Deep learning in neural networks: An overview,J. Schmidhuber,Neural Networks,2014-04-30,17547,467,324.078,Reinforcement Learning and Agents,survey/review; reinforcement-learning,machine-learning; reinforcement-learning,"In recent years, deep artificial neural networks (including recurrent ones) have won numerous contests in pattern recognition and machine learning.","high citation signal (17,547); influential citation signal (467); open-access PDF metadata","Sample efficiency, reward misspecification, simulator bias, and safety under exploration remain persistent barriers.; Benchmark performance may not transfer to physical robots, human-facing tools, or open-ended environments.; Agentic systems need stronger evidence on reliability, recovery from errors, and long-horizon oversight.",https://doi.org/10.1016/j.neunet.2014.09.003,https://www.semanticscholar.org/paper/193edd20cae92c6759c18ce93eeea96afd9528eb,https://arxiv.org/pdf/1404.7828,10.1016/j.neunet.2014.09.003,1404.7828,25462637,11715509,Computer Science; Medicine,Review; JournalArticle,deep learning; machine learning; neural networks; pattern recognition; reinforcement learning,5,citations=17547; influential=467; survey/benchmark signal; open PDF metadata; title AI matches=3; AI term matches=6; query hits=5,"In recent years, deep artificial neural networks (including recurrent ones) have won numerous contests in pattern recognition and machine learning. This historical survey compactly summarizes relevant work, much of it from the previous millennium. Shallow and Deep Learners are distinguished by the depth of their credit assignment paths, which are chains of possibly learnable, causal links between actions and effects. I review deep supervised learning (also recapitulating the history of backpropagation), unsupervised learning, reinforcement learning & evolutionary computation, and indirect search for short programs encoding deep and large networks."
