rank,yearRank,candidateRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,methodTags,keywordTags,keyIdea,strengths,limitations,url,semanticScholarUrl,openAccessPdf,githubUrl,doi,arxiv,pubmed,corpusId,fieldsOfStudy,publicationTypes,sourceQueries,queryHitCount,importanceReasons,abstract
7,1,1,2009,ImageNet: A large-scale hierarchical image database,"Jia Deng, Wei Dong, R. Socher, Li-Jia Li, K. Li, Li Fei-Fei",2009 IEEE Conference on Computer Vision and Pattern Recognition,2009-06-20,73960,10493,389.268,Vision and Multimodal Learning,metadata-ranked,machine-learning; vision,Positions ImageNet: A large-scale hierarchical image database within Vision and Multimodal Learning.,"high citation signal (73,960); influential citation signal (10,493); recognized venue; open-access PDF metadata","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/CVPR.2009.5206848,https://www.semanticscholar.org/paper/d2c733e34d48784a37d717fe43d9e93277a8c53e,http://www.image-net.org/papers/imagenet_cvpr09.pdf,,10.1109/CVPR.2009.5206848,,,57246310,Computer Science,JournalArticle; Conference,computer vision,1,citations=73960; influential=10493; recognized venue; open PDF metadata; AI term matches=2,
48,2,2,2009,The WEKA data mining software: an update,"M. Hall, E. Frank, G. Holmes, Bernhard Pfahringer, P. Reutemann, I. Witten",SKDD,2009-11-16,20731,2167,340.209,General AI Methods and Systems,metadata-ranked,machine-learning,Positions The WEKA data mining software: an update within General AI Methods and Systems.,"high citation signal (20,731); influential citation signal (2,167); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1145/1656274.1656278,https://www.semanticscholar.org/paper/6d8c9fcce8177d6f8d122d653c7d32d7624d6714,,,10.1145/1656274.1656278,,,13861754,Computer Science,JournalArticle; Review,data mining,1,citations=20731; influential=2167; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1,
101,3,3,2009,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, 2nd Edition","T. Hastie, R. Tibshirani, J. Friedman",Springer Series in Statistics,,11859,805,304.07,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions The Elements of Statistical Learning: Data Mining, Inference, and Prediction, 2nd Edition within General AI Methods and Systems.","high citation signal (11,859); influential citation signal (805)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/bcea7be5123a287c824f42d4164d8b9588a4c9a6,https://www.semanticscholar.org/paper/bcea7be5123a287c824f42d4164d8b9588a4c9a6,,,,,,40654213,Computer Science; Mathematics,,data mining,1,citations=11859; influential=805; open PDF metadata; title AI matches=1; AI term matches=1,
138,4,4,2009,The Graph Neural Network Model,"F. Scarselli, M. Gori, A. Tsoi, M. Hagenbuchner, G. Monfardini",IEEE Transactions on Neural Networks,,9468,448,309.925,"Graph Learning, Recommendation, and Core Methods",graph-learning,machine-learning; graph-learning,"Positions The Graph Neural Network Model within Graph Learning, Recommendation, and Core Methods.","high citation signal (9,468); influential citation signal (448); recognized venue; open-access PDF metadata","Graph and recommender benchmarks can contain temporal leakage, popularity bias, or unrealistic train/test splits.; Algorithmic gains may be sensitive to hyperparameter budgets and implementation details.; Core methods need careful ablations before broad claims about generality or efficiency are accepted.",https://doi.org/10.1109/TNN.2008.2005605,https://www.semanticscholar.org/paper/3efd851140aa28e95221b55fcc5659eea97b172d,https://ro.uow.edu.au/articles/journal_contribution/The_graph_neural_network_model/27757629/1/files/50520873.pdf,,10.1109/TNN.2008.2005605,,19068426,206756462,Computer Science; Medicine,JournalArticle; Study,computer vision; data mining; graph neural networks; neural networks; pattern recognition,5,citations=9468; influential=448; recognized venue; open PDF metadata; title AI matches=2; AI term matches=3; query hits=5,
180,5,5,2009,Probabilistic Graphical Models: Principles and Techniques - Adaptive Computation and Machine Learning,"D. Koller, N. Friedman",,2009-07-31,8131,1146,303.707,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Probabilistic Graphical Models: Principles and Techniques - Adaptive Computation and Machine Learning within General AI Methods and Systems.,"high citation signal (8,131); influential citation signal (1,146)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://www.semanticscholar.org/paper/36eb6fea39ce06e2807f074fa3d5e79ed0f2bcef,https://www.semanticscholar.org/paper/36eb6fea39ce06e2807f074fa3d5e79ed0f2bcef,,,,,,14995779,Computer Science; Mathematics,,bayesian networks; computer vision; machine learning,3,citations=8131; influential=1146; open PDF metadata; title AI matches=1; AI term matches=1; query hits=3,
236,6,6,2009,A systematic analysis of performance measures for classification tasks,"Marina Sokolova, G. Lapalme",Information Processing & Management,2009-07-01,6441,324,277.927,General AI Methods and Systems,metadata-ranked,machine-learning,Positions A systematic analysis of performance measures for classification tasks within General AI Methods and Systems.,"high citation signal (6,441); influential citation signal (324)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1016/j.ipm.2009.03.002,https://www.semanticscholar.org/paper/c11d0ba3e581e691f1bee0022dc0807ff4c428f2,,,10.1016/j.ipm.2009.03.002,,,14454728,Computer Science; Mathematics,JournalArticle,machine learning,1,citations=6441; influential=324; open PDF metadata; title AI matches=1; AI term matches=1,
374,7,7,2009,Domain Adaptation via Transfer Component Analysis,"Sinno Jialin Pan, I. Tsang, J. Kwok, Qiang Yang",IEEE Transactions on Neural Networks,2009-07-11,4448,597,287.32,"Representation, Self-Supervised, and Transfer Learning",metadata-ranked,machine-learning,"Positions Domain Adaptation via Transfer Component Analysis within Representation, Self-Supervised, and Transfer Learning.","high citation signal (4,448); influential citation signal (597); recognized venue; open-access PDF metadata","Transfer claims depend heavily on downstream task choice, data overlap, and evaluation protocol.; Contrastive and self-supervised methods can learn spurious shortcuts when augmentations or negatives are poorly matched.; Representation quality is hard to compare when model size, data scale, and training recipes differ.",https://doi.org/10.1109/TNN.2010.2091281,https://www.semanticscholar.org/paper/1dae4d61cd74cc919ecc638bde6b7125728ea97b,http://ijcai.org/papers09/Papers/IJCAI09-200.pdf,,10.1109/TNN.2010.2091281,,21095864,788838,Computer Science; Mathematics; Medicine,JournalArticle,machine learning,1,citations=4448; influential=597; recognized venue; open PDF metadata; AI term matches=2,
520,8,8,2009,Dlib-ml: A Machine Learning Toolkit,Davis E. King,Journal of machine learning research,2009-12-01,3552,220,271.436,General AI Methods and Systems,metadata-ranked,machine-learning,Positions Dlib-ml: A Machine Learning Toolkit within General AI Methods and Systems.,"high citation signal (3,552); influential citation signal (220); recognized venue","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.5555/1577069.1755843,https://www.semanticscholar.org/paper/2ea6a93199c9227fa0c1c7de13725f918c9be3a4,,,10.5555/1577069.1755843,,,6155330,Computer Science,JournalArticle,bayesian networks; machine learning,2,citations=3552; influential=220; recognized venue; open PDF metadata; title AI matches=1; AI term matches=1; query hits=2,
547,9,9,2009,"Learning OpenCV---Computer Vision with the OpenCV Library (Bradski, G.R. et al.; 2008)[On the Shelf]",A. Zelinsky,IEEE robotics & automation magazine,2009-09-09,3416,349,265.014,Vision and Multimodal Learning,metadata-ranked,vision; ai4science,"Positions Learning OpenCV---Computer Vision with the OpenCV Library (Bradski, G.R. et al.; 2008)[On the Shelf] within Vision and Multimodal Learning.","high citation signal (3,416); influential citation signal (349)","Large-scale benchmark success can overstate robustness under distribution shift, rare classes, and real deployment constraints.; Multimodal alignment may inherit biases and spurious correlations from web-scale data.; High-performing systems often require data and compute resources that are hard for smaller labs to reproduce.",https://doi.org/10.1109/MRA.2009.933612,https://www.semanticscholar.org/paper/72c600b4f1e49eee8ebf1aa84ccb5f4b95387285,,,10.1109/MRA.2009.933612,,,27388863,Computer Science,,computer vision,1,citations=3416; influential=349; open PDF metadata; title AI matches=1; AI term matches=1,
680,10,10,2009,"Machine Learning, Neural and Statistical Classification","D. Michie, D. Spiegelhalter, Charles C. Taylor",,2009-08-28,2912,176,254.959,General AI Methods and Systems,metadata-ranked,machine-learning,"Positions Machine Learning, Neural and Statistical Classification within General AI Methods and Systems.","high citation signal (2,912); influential citation signal (176)","Survey and infrastructure papers can dominate citations while empirical evidence remains distributed across subfields.; Broad claims need careful mapping to specific tasks, datasets, and operational constraints.; Metadata-driven ranking cannot replace expert reading of full papers and experimental details.",https://doi.org/10.1080/00401706.1995.10484383,https://www.semanticscholar.org/paper/fad1bd501aa769f7701c1016f8a4d1473ca77601,,,10.1080/00401706.1995.10484383,,,15773445,Computer Science; Mathematics,Review,machine learning,1,citations=2912; influential=176; open PDF metadata; title AI matches=2; AI term matches=2,
682,11,11,2009,Reservoir computing approaches to recurrent neural network training,"M. Lukoševičius, Herbert Jaeger",Computer Science Review,2009-08-01,2911,206,269.143,"AI for Science, Healthcare, and Robotics",survey/review,machine-learning; ai4science,"Positions Reservoir computing approaches to recurrent neural network training within AI for Science, Healthcare, and Robotics.","high citation signal (2,911); influential citation signal (206); recognized venue","External validation, prospective testing, and domain expert review are often more important than retrospective benchmark scores.; Clinical, biological, or robotic deployment can fail when data collection protocols differ from training assumptions.; Safety, interpretability, uncertainty, and regulatory evidence remain essential for translation.",https://doi.org/10.1016/J.COSREV.2009.03.005,https://www.semanticscholar.org/paper/69e5339c0c3928a354e848b9ccf5349f6397e60b,,,10.1016/J.COSREV.2009.03.005,,,554006,Computer Science,JournalArticle; Review,neural networks,1,citations=2911; influential=206; recognized venue; survey/benchmark signal; open PDF metadata; title AI matches=1; AI term matches=1,
711,12,12,2009,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition by Trevor Hastie, Robert Tibshirani, Jerome Friedman",K. Nordhausen,,2009-12-01,2834,305,259.026,Foundation Models and Large Language Models,metadata-ranked,machine-learning,"Positions The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition by Trevor Hastie, Robert Tibshirani, Jerome Friedman within Foundation Models and Large Language Models.","high citation signal (2,834); influential citation signal (305)","Capability gains are difficult to separate from data scale, benchmark leakage, and evaluation prompt sensitivity.; Alignment and safety claims often need stronger real-world and multilingual validation.; Compute-intensive training can limit reproducibility and concentrate follow-up work around a small number of institutions.",https://doi.org/10.1111/J.1751-5823.2009.00095_18.X,https://www.semanticscholar.org/paper/93f61088195d97dd3cce9ead6ed6cba2d547f138,,,10.1111/J.1751-5823.2009.00095_18.X,,,122985357,Computer Science; Mathematics,,data mining,1,citations=2834; influential=305; open PDF metadata; title AI matches=1; AI term matches=1,
